"Activity Date","Name","Address","City","Description"
12/18/2020,"FOOTHILL NAILS","3432 FOOTHILL BLVD ","GLENDALE","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/17/2020,"ROOP THREADING SALON","220 E SEPULVEDA BLVD ","CARSON","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/17/2020,"LA SEXY MICHELADA","7051 GREENLEAF AVE","WHITTIER","RESTAURANT (61-150) SEATS HIGH RISK"
12/17/2020,"AA MEAT PRODUCTS INC","6544 FLOTILLA ST","COMMERCE","FOOD PROCESSING WHOLESALE (6,000 + SQ. FT.)"
12/17/2020,"ENRICH FIT GYM","2422 VICTORY BLVD ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
12/17/2020,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
12/17/2020,"LEGACY BRAZILLIAN JIU JITSU","330 N VICTORY BLVD N ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
12/17/2020,"THE PIZZA PLACE             ","170 E BONITA AVE ","SAN DIMAS","RESTAURANT (31-60) SEATS HIGH RISK"
12/17/2020,"100 PROOF BARBER","718 S GRAND AVE ","GLENDORA","HAIR SALONS/ BARBERSHOPS"
12/16/2020,"SWEETWATER DINING LLC","33310 AGUA DULCE CANYON RD","AGUA DULCE","RESTAURANT (31-60) SEATS HIGH RISK"
12/16/2020,"SWEETWATER DINING LLC","33310 AGUA DULCE CANYON RD","AGUA DULCE","RESTAURANT (31-60) SEATS HIGH RISK"
12/16/2020,"SWEETWATER BAR AND GRILL","33310 AGUA DULCE CANYON RD ","AGUA DULCE","RESTAURANT (31-60) SEATS HIGH RISK"
12/16/2020,"PALISADES VILLAGE","15225 PALISADES VILLAGE LN ","PACIFIC PALISADES","UNREGULATED FACILITY (COVID-19 HOO)"
12/16/2020,"JW BARBER SHOP","43965 15TH ST W ","LANCASTER","HAIR SALONS/ BARBERSHOPS"
12/16/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/16/2020,"THREE BROTHERS BEAUTY SALON AND BARBER SHOP","4040 W WASHINGTON BLVD 30 ","LOS ANGELES","HAIR SALONS/ BARBERSHOPS"
12/16/2020,"NAILS & LASHES BY ASHLEY","16260 PARAMOUNT BLVD # I ","PARAMOUNT","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/16/2020,"PACIFIC DINER","3821 S PACIFIC AVE ","SAN PEDRO","RESTAURANT (61-150) SEATS HIGH RISK"
12/16/2020,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
12/16/2020,"FOREVER NAILS AND SPA","26910 THE OLD RD ","VALENCIA","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/16/2020,"DENNY'S RESTAURANT #8076    ","9804 FLAIR DR ","EL MONTE","RESTAURANT (61-150) SEATS HIGH RISK"
12/16/2020,"CARUSOS PIZZA               ","13737 FOOTHILL BLVD ","SYLMAR","RESTAURANT (61-150) SEATS HIGH RISK"
12/15/2020,"FAMILY HAIR CUTTERS","11009 BURBANK BLVD ","NORTH HOLLYWOOD","HAIR SALONS/ BARBERSHOPS"
12/15/2020,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
12/15/2020,"EURO CAFFE","427 N CANON DR # 110","BEVERLY HILLS","RESTAURANT (0-30) SEATS MODERATE RISK"
12/15/2020,"VFW POST 3000","4342 W AVENUE L ","LANCASTER","RESTAURANT (31-60) SEATS HIGH RISK"
12/15/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/15/2020,"GLENDALE GALLERIA AND AMERICANA ARE BRAND","889 AMERICANA WY ","GLENDALE","RETAIL SALES"
12/15/2020,"CLUTCH N COFFEE CAFE","1321 EL PRADO AVE","TORRANCE","RESTAURANT (61-150) SEATS HIGH RISK"
12/15/2020,"BEVERLY HILLS PLAYHOUSE","254 S ROBERTSON BLVD ","BEVERLY HILLS","UNREGULATED FACILITY (COVID-19 HOO)"
12/15/2020,"MUSEUM OF DREAM SPACE","8500 BEVERLY BLVD 656 ","LOS ANGELES","MUSEUMS/ ZOOS/ AQUARIUMS/ GALLERIES"
12/14/2020,"CIGAR WAREHOUSE","15141 VENTURA BLVD ","SHERMAN OAKS","UNREGULATED FACILITY (COVID-19 HOO)"
12/14/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/14/2020,"CRUNCH FITNESS","18655 SOLEDAD CANYON RD ","SANTA CLARITA","GYMS AND FITNESS CENTERS (NO POOL)"
12/13/2020,"HEROES & LEGENDS BAR & GRILL","131 YALE AVE ","CLAREMONT","RESTAURANT (61-150) SEATS HIGH RISK"
12/13/2020,"EL RANCHERO MEXICAN FOOD    ","984 W FOOTHILL BLVD ","CLAREMONT","RESTAURANT (151 + ) SEATS HIGH RISK"
12/13/2020,"MIMI'S NAIL SALON","9514 RESEDA BLVD 8 ","NORTHRIDGE","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/13/2020,"PLANET FITNESS LANCASTER","44600 VALLEY CENTRAL WAY ","LANCASTER","GYMS AND FITNESS CENTERS (NO POOL)"
12/13/2020,"PAULA'S NAIL SPA","20529 DEVONSHIRE ST ","CHATSWORTH","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
12/13/2020,"PLANET FITNESS PALMDALE","40014 10TH ST W ","PALMDALE","GYMS AND FITNESS CENTERS (NO POOL)"
12/13/2020,"CRUNCH FITNESS","11881 DEL AMO BLVD ","CERRITOS","GYMS AND FITNESS CENTERS (NO POOL)"
12/13/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/13/2020,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
12/12/2020,"FAIR OAKS CIGARS","806 FAIR OAKS AVE ","SOUTH PASADENA","RETAIL SALES"
12/12/2020,"CITADEL OUTLETS","100 CITADEL DR ","COMMERCE","UNREGULATED FACILITY (COVID-19 HOO)"
12/12/2020,"IPCF","151 S HACIENDA BLVD ","INDUSTRY","GYMS AND FITNESS CENTERS (NO POOL)"
12/12/2020,"THE VILLAGE GRILLE","148 N YALE AVE ","CLAREMONT","RESTAURANT (61-150) SEATS HIGH RISK"
12/12/2020,"ATHLETIC SOCIETY","22235 SHERMAN WAY ","CANOGA PARK","GYMS AND FITNESS CENTERS (NO POOL)"
12/12/2020,"COMBAT PAINTBALL PARK","31050 CHARLIE CANYON RD ","CASTAIC","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
12/12/2020,"THE DANSON ESPIAU'S         ","109 N YALE AVE ","CLAREMONT","RESTAURANT (61-150) SEATS HIGH RISK"
12/12/2020,"USA FITNESS (NEW DBA - SPEAK EASY GYM)","7869 VAN NUYS BLVD ","PANORAMA CITY","GYMS AND FITNESS CENTERS (NO POOL)"
12/12/2020,"ECCO HAIR STUDIO","1017 S EL CENTRO ST ","SO PASADENA","HAIR SALONS/ BARBERSHOPS"
12/12/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/12/2020,"MARISCOS 701","1648 INDIAN HILL BLVD","POMONA","RESTAURANT (61-150) SEATS HIGH RISK"
12/11/2020,"XS GENTLEMAN'S CLUB","2523 E ANAHEIM ST ","WILMINGTON","RESTAURANT (61-150) SEATS LOW RISK"
12/11/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/10/2020,"CALVARY CHAPEL CHRISTIAN SCHOOL","12808 WOODRUFF AVE ","DOWNEY","PUBLIC / PRIVATE SCHOOLS"
12/10/2020,"THE GROVE","189 THE GROVE DR ","LOS ANGELES","UNREGULATED FACILITY (COVID-19 HOO)"
12/10/2020,"SANTA CLARITA LANES","21615 SOLEDAD CANYON ROAD RD ","SANTA CLARITA","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
12/10/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/10/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/10/2020,"THE STRANGER THINGS DRIVE IN EXPERIENCE","777 S ALAMEDA ST ","LOS ANGELES","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
12/10/2020,"TIN HORN FLATS BAR & GRILL  ","2623 W MAGNOLIA BLVD ","BURBANK","RESTAURANT (61-150) SEATS HIGH RISK"
12/09/2020,"SELF MADE TRAINING FACILITY","1705 W GARVEY AVE ","WEST COVINA","GYMS AND FITNESS CENTERS (NO POOL)"
12/09/2020,"TACOS EL TIO","11732 ARTESIA BLVD","ARTESIA","RESTAURANT (0-30) SEATS HIGH RISK"
12/09/2020,"TACOS TAMIX 3 INC","924 W WASHINGTON BLVD","LOS ANGELES","MOBILE FOOD FACILITY CART - HIGH RISK"
12/09/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/08/2020,"CITADEL OUTLETS","100 CITADEL DR ","COMMERCE","UNREGULATED FACILITY (COVID-19 HOO)"
12/07/2020,"DAVE'S POWERHOUSE GYM","22715 HAWTHORNE BLVD ","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
12/07/2020,"THE GROVE","189 THE GROVE DR ","LOS ANGELES","UNREGULATED FACILITY (COVID-19 HOO)"
12/07/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/06/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/05/2020,"SAVAGE ELITE GYMNASTICS","42636 8TH ST WEST ST ","LANCASTER","GYMS AND FITNESS CENTERS (NO POOL)"
12/05/2020,"NO LIMIT TRAINING FACILITY ","5440 VINELAND AVE ","NORTH HOLLYWOOD ","GYMS AND FITNESS CENTERS (NO POOL)"
12/05/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/05/2020,"COMBAT PAINTBALL PARK","31050 CHARLIE CANYON RD ","CASTAIC","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
12/05/2020,"LEGACY BRAZILLIAN JIU JITSU","330 N VICTORY BLVD N ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
12/05/2020,"CITADEL OUTLETS","100 CITADEL DR ","COMMERCE","UNREGULATED FACILITY (COVID-19 HOO)"
12/04/2020,"NEW HARVEST CHRISTIAN SCHOOL","11364 E IMPERIAL HWY ","NORWALK","UNREGULATED FACILITY (COVID-19 HOO)"
12/03/2020,"BURBANK TOWN CENTER","201 E MAGNOLIA BLVD ","BURBANK","SHOPPING MALLS"
12/03/2020,"HUH DAEGAM RESTAURANT       ","16511 PIONEER BLVD STE #104","NORWALK","RESTAURANT (31-60) SEATS HIGH RISK"
12/03/2020,"VICKY'S CLUBHOUSE","7817 MELROSE AVE ","LOS ANGELES","UNREGULATED FACILITY (COVID-19 HOO)"
12/03/2020,"RED PANTY BOUTIQUE & WORLD WIDE VIDEO","530 S CITRUS AVE #12 ","AZUSA","RETAIL SALES"
12/03/2020,"NOVACAP LLC","25111 ANZA DR ","VALENCIA","WAREHOUSE, MANUFACTURING, LOGISTICS (NON-REG)"
12/02/2020,"CRONIES SPORTS GRILL","5687 KANAN RD","AGOURA HILLS","RESTAURANT (61-150) SEATS HIGH RISK"
12/01/2020,"PENINSULA PET CLINIC INC.","1450 W 25TH ST ","SAN PEDRO","UNREGULATED FACILITY (COVID-19 HOO)"
11/30/2020,"CAFE ESQUINTA","401 E PICO BLVD ","LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK"
11/29/2020,"RAMADA PLAZA LAX","5250 W EL SEGUNDO BLVD ","HAWTHORNE","HOTEL (101 + ) ROOMS"
11/29/2020,"CITADEL OUTLETS","100 CITADEL DR ","COMMERCE","UNREGULATED FACILITY (COVID-19 HOO)"
11/28/2020,"COURTYARD INN","6501 WHITTIER BLVD ","LOS ANGELES","HOTEL (21-50) ROOMS"
11/28/2020,"COMBAT PAINTBALL PARK","31050 CHARLIE CANYON RD ","CASTAIC","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
11/28/2020,"AT&T","8385 LAUREL CANYON BLVD ","SUN VALLEY","RETAIL SALES"
11/25/2020,"TONG TAK HOUSE SEAFOOD RESTAURANT","1271 S BALDWIN AVE","ARCADIA","RESTAURANT (151 + ) SEATS HIGH RISK"
11/24/2020,"TRIAD FITNESS GYM","360 N CITRUS AVE ","AZUSA","GYMS AND FITNESS CENTERS (NO POOL)"
11/24/2020,"DAVE'S POWERHOUSE GYM","22715 HAWTHORNE BLVD ","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
11/24/2020,"RHYTHMIC ACADEMY GYMNASTICS","8071 SEPULVEDA BLVD ","VAN NUYS","GYMS AND FITNESS CENTERS (NO POOL)"
11/24/2020,"CRUNCH FITNESS","11881 DEL AMO BLVD ","CERRITOS","GYMS AND FITNESS CENTERS (NO POOL)"
11/23/2020,"PLANET FITNESS PALMDALE","40014 10TH ST W ","PALMDALE","GYMS AND FITNESS CENTERS (NO POOL)"
11/23/2020,"CRUNCH FITNESS","12805 VALLEY VIEW AVE ","LA MIRADA","GYMS AND FITNESS CENTERS (NO POOL)"
11/23/2020,"CRUNCH FITNESS RESEDA","10155 RESEDA BLVD ","RESEDA","GYMS AND FITNESS CENTERS (NO POOL)"
11/23/2020,"PLANET FITNESS LANCASTER","44600 VALLEY CENTRAL WAY ","LANCASTER","GYMS AND FITNESS CENTERS (NO POOL)"
11/23/2020,"COAST FITNESS","5001 W EL SEGUNDO BLVD ","HAWTHORNE","GYMS AND FITNESS CENTERS (NO POOL)"
11/23/2020,"CRUNCH FITNESS","18655 SOLEDAD CANYON RD ","SANTA CLARITA","GYMS AND FITNESS CENTERS (NO POOL)"
11/22/2020,"NEW HARVEST CHURCH","11364 E IMPERIAL HWY ","NORWALK","UNREGULATED FACILITY (COVID-19 HOO)"
11/21/2020,"USA FITNESS (NEW DBA - SPEAK EASY GYM)","7869 VAN NUYS BLVD ","PANORAMA CITY","GYMS AND FITNESS CENTERS (NO POOL)"
11/21/2020,"SPARK KARAOKE","1380 FULLERTON RD","ROWLAND HEIGHTS","RESTAURANT (61-150) SEATS HIGH RISK"
11/21/2020,"ATHLETIC SOCIETY","22235 SHERMAN WAY ","CANOGA PARK","GYMS AND FITNESS CENTERS (NO POOL)"
11/21/2020,"MILLAN'S RACHITO              ","7410 SANTA FE AVE","HUNTINGTON PARK","RESTAURANT (0-30) SEATS HIGH RISK"
11/21/2020,"HERA WEDDING & PERMANENT MKP","2666 W OLYMPIC BLVD STE 111","LOS ANGELES","BODY ART FACILITY 1-3 PRACTITIONERS"
11/20/2020,"UNITED MOLOKAN CHRISTIAN ASSOCIATION","16222 SORIANO DR ","HACIENDA HEIGHTS","UNREGULATED FACILITY (COVID-19 HOO)"
11/20/2020,"THE CAMP TRANSFORMATION CENTER VAN NUYS","7815 VAN NUYS BLVD #C ","LOS ANGELES","GYMS AND FITNESS CENTERS (NO POOL)"
11/20/2020,"B'S LAND","243 S SAN GABRIEL BLVD ","SAN GABRIEL","RESTAURANT (61-150) SEATS MODERATE RISK"
11/19/2020,"CHIPOTLE  MEXICAN GRILL","8420 BEVERLY BLVD","LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK"
11/19/2020,"SUSHI ENYA","123 WASHINGTON BLVD","MARINA DEL REY","RESTAURANT (31-60) SEATS HIGH RISK"
11/19/2020,"CATALINA CHANNEL EXPRESS ( JET CAT EXPRESS )","120 PEBBLY BEACH RD ","AVALON","CONSUMER FOOD"
11/18/2020,"SANTA CLARITA CHRISTIAN SCHOOL","27249 LUTHER DR ","SANTA CLARITA","PUBLIC / PRIVATE SCHOOLS"
11/18/2020,"SOLAR DE CAHUENGA","1847 N CAHUENGA BLVD","LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK"
11/17/2020,"MUSEUM OF ILLUSIONS","6751 HOLLYWOOD BLVD ","LOS ANGELES","MUSEUMS/ ZOOS/ AQUARIUMS/ GALLERIES"
11/17/2020,"WALMART #5807","2100 N LONG BEACH BLVD","COMPTON","FOOD MKT RETAIL (2,000+ SF) LOW RISK"
11/17/2020,"88 PC CAFE","1100 S WESTERN AVE ","LOS ANGELES","UNREGULATED FACILITY (COVID-19 HOO)"
11/17/2020,"CRUNCH FITNESS","11881 DEL AMO BLVD ","CERRITOS","GYMS AND FITNESS CENTERS (NO POOL)"
11/17/2020,"ENRICH FIT GYM","2422 VICTORY BLVD ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
11/17/2020,"WIENERSCHNITZEL 57","12056 CARSON ST","HAWAIIAN GARDENS","RESTAURANT (0-30) SEATS MODERATE RISK"
11/16/2020,"WOW BOWL RESTAURANT         ","712 S HILL ST ","LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK"
11/16/2020,"SELF MADE TRAINING FACILITY","1705 W GARVEY AVE ","WEST COVINA","GYMS AND FITNESS CENTERS (NO POOL)"
11/16/2020,"VALOR CHRISTIAN ACADEMY","525 EARLE LN ","REDONDO BEACH","PUBLIC / PRIVATE SCHOOLS"
11/16/2020,"LAS ISLAS MARIAS","6401 S SAN PEDRO ST ","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
11/16/2020,"EL CHOLO","1037 S FLOWER ST ","LOS ANGELES","RESTAURANT (151 + ) SEATS HIGH RISK"
11/15/2020,"LANCASTER FIRST ASSEMBLY OF GOD","44514 W 20TH ST ","LANCASTER","PLACES OF WORSHIP"
11/15/2020,"FREEDOM CHRISTIAN CHURCH","13808 IMPERIAL HWY ","SANTA FE SPRINGS","PLACES OF WORSHIP"
11/15/2020,"BINGO/CHURCH","11166 S MAIN ST ","LOS ANGELES","PLACES OF WORSHIP"
11/15/2020,"IGLESIA DE JESUCRISTO BELL GARDENS","7413 JABONERIA RD ","BELL GARDENS","PLACES OF WORSHIP"
11/15/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
11/15/2020,"SOUTH BAY GYMNASTICS","1275 SARTORI ST ","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
11/15/2020,"FAITH COMMUNITY CHURCH","39100 W 10TH ST ","PALMDALE","PLACES OF WORSHIP"
11/15/2020,"LANCASTER BAPTIST CHURCH","4020 E LANCASTER BLVD ","LANCASTER","PLACES OF WORSHIP"
11/15/2020,"CORE CHURCH","2037 S LA CIENGA BLVD ","LOS ANGELES","PLACES OF WORSHIP"
11/15/2020,"THE HABIT BURGER GRILL #230","2134 W SUNSET BLVD","LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK"
11/15/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
11/14/2020,"FITNESS 19","8676 WHITTIER BLVD ","PICO RIVERA","GYMS AND FITNESS CENTERS (NO POOL)"
11/14/2020,"COMBAT PAINTBALL PARK","31050 CHARLIE CANYON RD ","CASTAIC","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
11/13/2020,"INTERSTATE FOODS, INC.","310 S LONG BEACH BLVD","COMPTON","FOOD PROCESSING WHOLESALE (6,000 + SQ. FT.)"
11/13/2020,"SABOR AL TIO TONY","1200 SUNSET AVE STE 2","WEST COVINA","RESTAURANT (61-150) SEATS HIGH RISK"
11/13/2020,"LEE'S BBQ USA","12300 SOUTH ST","ARTESIA","RESTAURANT (61-150) SEATS HIGH RISK"
11/13/2020,"BARBARELLA BAR","2601 HYPERION ","LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK"
11/13/2020,"EL CAMINO CLUB              ","7701 S SANTA FE AVE ","HUNTINGTON PARK","RESTAURANT (0-30) SEATS LOW RISK"
11/13/2020,"MARISCOS SAN ISIDRO           ","2327 N ROSEMEAD BLVD ","SOUTH EL MONTE","RESTAURANT (61-150) SEATS HIGH RISK"
11/12/2020,"CATCH LA","8715 MELROSE AVE","WEST HOLLYWOOD","RESTAURANT (151 + ) SEATS HIGH RISK"
11/12/2020,"CALVARY CHAPEL CHRISTIAN SCHOOL","12808 WOODRUFF AVE ","DOWNEY","PUBLIC / PRIVATE SCHOOLS"
11/12/2020,"THE ABBEY RESTAURANT AND BAR","692 N ROBERTSON BLVD","WEST HOLLYWOOD","RESTAURANT (151 + ) SEATS HIGH RISK"
11/10/2020,"WAL-MART #3180","4651 FIRESTONE BLVD","SOUTH GATE","FOOD MKT RETAIL (2,000+ SF) LOW RISK"
11/10/2020,"DENNY'S #7757","3740 S CRENSHAW BLVD","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
11/10/2020,"SUBWAY #2398                  ","5579 RESEDA BLVD ","TARZANA","RESTAURANT (31-60) SEATS MODERATE RISK"
11/10/2020,"LAX FIRING RANGE","927 W MANCHESTER BLVD ","INGLEWOOD","UNREGULATED FACILITY (COVID-19 HOO)"
11/10/2020,"KALAVERAS WH INC","13112 PHILADELPHIA ST","WHITTIER","RESTAURANT (151 + ) SEATS HIGH RISK"
11/09/2020,"IPCF","151 S HACIENDA BLVD ","INDUSTRY","GYMS AND FITNESS CENTERS (NO POOL)"
11/09/2020,"CAFE SOLAR KITCHEN","6228 3/4 W MANCHESTER AVE","LOS ANGELES","RESTAURANT (0-30) SEATS HIGH RISK"
11/09/2020,"CARSON BURGER                 ","21680 S WILMINGTON AVE ","CARSON","RESTAURANT (61-150) SEATS HIGH RISK"
11/09/2020,"CALVARY CHAPEL CHRISTIAN SCHOOL","12808 WOODRUFF AVE ","DOWNEY","PUBLIC / PRIVATE SCHOOLS"
11/09/2020,"FASHION NOVA DISTRIBUTION CENTER","12588 FLORENCE AVE ","SANTA FE SPRINGS","WAREHOUSE, MANUFACTURING, LOGISTICS (NON-REG)"
11/08/2020,"LOS ANGELES BALLET ACADEMY","16422 VENTURA BLVD ","ENCINO","GYMS AND FITNESS CENTERS (NO POOL)"
11/08/2020,"PLANET FITNESS LANCASTER","44600 VALLEY CENTRAL WAY ","LANCASTER","GYMS AND FITNESS CENTERS (NO POOL)"
11/08/2020,"THE REDEEMER BAPTIST CHURCH","10313 SAN CARLOS AVE ","SOUTH GATE","PLACES OF WORSHIP"
11/08/2020,"LANCASTER FIRST ASSEMBLY OF GOD","44514 W 20TH ST ","LANCASTER","PLACES OF WORSHIP"
11/08/2020,"WAL-MART #5686","1301 N VICTORY PL","BURBANK","FOOD MKT RETAIL (2,000+ SF) LOW RISK"
11/08/2020,"FREEDOM CHRISTIAN CHURCH","13808 IMPERIAL HWY ","SANTA FE SPRINGS","PLACES OF WORSHIP"
11/08/2020,"BINGO/CHURCH","11166 S MAIN ST ","LOS ANGELES","PLACES OF WORSHIP"
11/08/2020,"PLANET FITNESS PALMDALE","40014 10TH ST W ","PALMDALE","GYMS AND FITNESS CENTERS (NO POOL)"
11/08/2020,"LANDMARK CHURCH","3333 S DIAMOND CANYON RD ","DIAMOND BAR","PLACES OF WORSHIP"
11/08/2020,"SAVAGE ELITE GYMNASTICS","42636 8TH ST WEST ST ","LANCASTER","GYMS AND FITNESS CENTERS (NO POOL)"
11/08/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
11/08/2020,"IGLESIA ROCA INTERNATIONAL","1514 W 7TH ST ","LOS ANGELES","PLACES OF WORSHIP"
11/08/2020,"VAGABOND INN HACIENDA HEIGHTS","1239 S HACIENDA BLVD","HACIENDA HEIGHTS","HOTEL (51-100) ROOMS"
11/08/2020,"IGLESIA RESTAURACION ELIM","2121 PALMDALE BLVD ","PALMDALE","PLACES OF WORSHIP"
11/08/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
11/07/2020,"RYO ZAN PAKU","2589 PACIFIC COAST HWY ","TORRANCE","RESTAURANT (31-60) SEATS HIGH RISK"
11/07/2020,"SADDLEROCK RANCH","32111 MULHOLLAND HWY ","MALIBU","UNREGULATED FACILITY (COVID-19 HOO)"
11/07/2020,"SHEPHERD CHURCH","19700 RINALDI ST ","PORTER RANCH","PLACES OF WORSHIP"
11/07/2020,"PERFECT POINTE SCHOOL OF DANCE","1034 N CITRUS AVE ","COVINA","GYMS AND FITNESS CENTERS (NO POOL)"
11/07/2020,"THE CAMP TRANSFORMATION CENTER PICO RIVERA","6035 ROSEMEAD BLVD ","PICO RIVERA","GYMS AND FITNESS CENTERS (NO POOL)"
11/07/2020,"GARDENS OF PARADISE","32222 AGUA DULCE CYN RD ","AGUA DULCE","UNREGULATED FACILITY (COVID-19 HOO)"
